,experiment,date,hour,device_make,platform_os,browser,yes,no
7649,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3917,control,2020-07-03,15,Samsung SM-J600FN,6,Samsung Internet,0,1
3920,exposed,2020-07-03,3,Samsung SM-G975F,6,Chrome Mobile WebView,1,0
3853,control,2020-07-03,15,Samsung SM-A705FN,6,Samsung Internet,0,0
2910,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
3846,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3837,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
3765,control,2020-07-03,15,Samsung SM-A105G,6,Pinterest,0,0
3768,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
3769,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
3773,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
3780,control,2020-07-03,15,Samsung SM-G965F,6,Facebook,0,0
3787,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3792,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3794,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
3795,exposed,2020-07-03,6,ELE-L09,6,Chrome Mobile WebView,0,0
3797,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
3800,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
3807,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
3810,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3812,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3813,exposed,2020-07-03,6,POT-LX1,6,Chrome Mobile WebView,0,0
3825,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
3827,control,2020-07-03,15,VOG-L09,6,Facebook,0,0
3830,exposed,2020-07-03,2,Generic Smartphone,6,Chrome Mobile,0,0
3831,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
3834,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
3836,exposed,2020-07-03,12,Samsung SM-J730F,6,Chrome Mobile WebView,0,0
7660,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
4315,control,2020-07-03,15,Samsung SM-J415FN,6,Samsung Internet,0,0
2905,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2902,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7852,exposed,2020-07-03,0,Generic Smartphone,6,Chrome Mobile,0,1
2037,control,2020-07-03,15,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2042,control,2020-07-03,15,Samsung SM-G975F,6,Samsung Internet,0,0
2044,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2045,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2047,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2058,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7846,control,2020-07-03,15,Samsung SM-G925F,6,Facebook,0,0
2073,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2032,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2079,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2081,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2085,control,2020-07-03,15,MAR-LX1A,6,Chrome Mobile WebView,0,0
7845,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
7844,control,2020-07-03,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
2091,control,2020-07-03,15,Samsung SM-A107F,6,Facebook,0,0
2093,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2095,exposed,2020-07-03,0,BBB100-2,6,Chrome Mobile WebView,0,0
2096,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,0,0
2097,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2080,control,2020-07-03,15,Samsung SM-G973F,6,Facebook,0,0
2029,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0,0
2026,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2025,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1946,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
1950,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,0,0
1958,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,0
1959,exposed,2020-07-03,2,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
1961,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7857,exposed,2020-07-03,5,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
1967,exposed,2020-07-03,10,Samsung SM-G973F,6,Samsung Internet,0,1
1968,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1971,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1978,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
1979,control,2020-07-03,15,Samsung SM-G950F,6,Facebook,1,0
1981,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1984,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
1985,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
1992,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1997,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2005,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2006,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,0
2015,control,2020-07-03,15,Samsung SM-J600FN,6,Samsung Internet,0,0
2016,exposed,2020-07-03,12,Samsung SM-G930F,6,Facebook,0,0
2021,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2105,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
1945,exposed,2020-07-03,11,Samsung SM-J330FN,6,Samsung Internet,0,0
2106,exposed,2020-07-03,8,VFD 610,6,Chrome Mobile WebView,0,0
2116,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
2203,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,0
2205,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2206,control,2020-07-03,15,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2207,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
2209,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile,0,0
2211,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
2212,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2213,control,2020-07-03,15,Samsung SM-G930F,6,Facebook,0,0
2214,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2202,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2216,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2223,exposed,2020-07-03,8,Generic Smartphone,6,Chrome Mobile,0,0
2225,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2230,control,2020-07-03,15,Samsung SM-J330FN,6,Samsung Internet,0,0
2232,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2245,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2257,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2259,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
2260,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
2268,control,2020-07-03,15,CLT-L09,6,Facebook,0,0
7828,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,1,0
7832,control,2020-07-03,15,Samsung SM-G955F,6,Samsung Internet,0,0
2190,control,2020-07-03,15,Samsung SM-A505FN,6,Samsung Internet,0,0
7833,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2117,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2118,exposed,2020-07-03,10,Samsung SM-G973F,6,Samsung Internet,0,0
7841,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2128,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2129,control,2020-07-03,15,Samsung SM-N976B,6,Samsung Internet,0,0
7839,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,1
2138,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2142,exposed,2020-07-03,10,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2157,exposed,2020-07-03,11,VOG-L09,6,Chrome Mobile WebView,0,0
2159,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0,0
2162,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2164,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7837,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile,0,1
2166,control,2020-07-03,15,Samsung SM-A405FN,6,Facebook,0,0
2169,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,0,0
2171,exposed,2020-07-03,7,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2172,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile WebView,0,1
7836,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2179,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
2180,control,2020-07-03,15,MAR-LX1A,6,Facebook,0,0
2186,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
2108,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2269,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1944,control,2020-07-03,15,Samsung SM-N976B,6,Facebook,0,0
1941,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1691,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1693,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1696,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,0
1698,exposed,2020-07-03,14,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1704,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1707,control,2020-07-03,15,YAL-L21,6,Facebook,0,0
1711,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0,0
1716,control,2020-07-03,15,Samsung SM-A505FN,6,Samsung Internet,0,0
1720,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,0,0
1687,control,2020-07-03,15,Samsung SM-N960F,6,Samsung Internet,0,0
1722,control,2020-07-03,15,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
1743,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1746,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1748,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,0,0
1749,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1750,control,2020-07-03,15,Generic Smartphone,6,Facebook,1,0
1758,control,2020-07-03,15,Samsung SM-A715F,6,Facebook,0,0
1759,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile,0,0
7872,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1765,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1730,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1686,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
7884,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1676,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,0,0
1588,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1591,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,1,0
1595,control,2020-07-03,15,Pixel 3,6,Facebook,1,0
1603,control,2020-07-03,15,Samsung SM-A105FN,6,Facebook,0,0
1607,control,2020-07-03,15,Samsung SM-N950F,6,Samsung Internet,0,0
1609,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
1612,control,2020-07-03,15,Samsung SM-J330FN,6,Facebook,0,0
1613,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
1614,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1633,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile,0,0
1635,control,2020-07-03,15,SNE-LX1,6,Facebook,0,0
1643,exposed,2020-07-03,2,Generic Smartphone,6,Chrome Mobile,0,0
1644,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
1646,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1651,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1655,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1659,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1660,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
1661,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1666,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1671,control,2020-07-03,15,Samsung SM-G920F,6,Samsung Internet,0,0
1769,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1943,control,2020-07-03,15,POT-LX1,6,Facebook,1,0
1771,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1782,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile,1,0
1874,control,2020-07-03,15,Samsung SM-J600FN,6,Samsung Internet,0,0
1875,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1880,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,1
7864,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
1887,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1891,control,2020-07-03,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
1893,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,1
1894,exposed,2020-07-03,1,Samsung SM-J330FN,6,Samsung Internet,0,1
7863,exposed,2020-07-03,1,Generic Smartphone,6,Chrome Mobile,0,0
7865,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7862,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
7861,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
1913,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1920,exposed,2020-07-03,8,Nokia$2$3,6,Chrome Mobile WebView,0,0
1922,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1925,exposed,2020-07-03,7,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
1933,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
1934,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1937,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1940,exposed,2020-07-03,7,Nokia$2$3,6,Chrome Mobile WebView,0,0
1906,control,2020-07-03,15,ELE-L09,6,Facebook,0,0
1870,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1868,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1867,exposed,2020-07-03,0,Generic Smartphone,6,Chrome Mobile,0,1
1785,control,2020-07-03,15,FIG-LX1,6,Facebook,0,0
1787,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
1789,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0,0
1791,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
1802,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7869,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1820,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
1821,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1822,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1823,exposed,2020-07-03,13,Samsung SM-J415FN,6,Chrome Mobile WebView,0,0
1830,exposed,2020-07-03,8,LYA-L29,6,Chrome Mobile WebView,0,0
1837,control,2020-07-03,15,Samsung SM-G930F,6,Facebook,0,0
1842,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
1843,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
1844,control,2020-07-03,15,CLT-L09,6,Facebook,0,0
1845,control,2020-07-03,15,Samsung SM-A715F,6,Facebook,1,0
1850,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1852,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1858,control,2020-07-03,15,Samsung SM-N976B,6,Chrome Mobile WebView,0,0
1859,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
1864,control,2020-07-03,15,iPhone,5,Opera Mini,0,0
1781,control,2020-07-03,15,Samsung SM-J600FN,6,Samsung Internet,0,0
2277,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
2281,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2282,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2705,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2707,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2708,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2716,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
2718,exposed,2020-07-03,4,Pixel 3,6,Chrome Mobile WebView,0,0
2719,exposed,2020-07-03,14,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
2720,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
2722,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
2723,exposed,2020-07-03,10,Samsung SM-G955F,6,Facebook,0,0
2699,control,2020-07-03,15,BLA-L09,6,Facebook,0,0
2729,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2735,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
7776,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2739,control,2020-07-03,15,F8331,6,Facebook,0,0
2741,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2750,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,0
7775,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2754,control,2020-07-03,15,Samsung SM-G900T,6,Samsung Internet,0,0
2757,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2759,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2730,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2698,exposed,2020-07-03,9,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
2697,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2693,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2611,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
2615,exposed,2020-07-03,12,Samsung SM-G935F,6,Samsung Internet,0,0
2624,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2630,control,2020-07-03,15,iPhone,5,Mobile Safari,0,1
2631,control,2020-07-03,15,iPhone,5,Mobile Safari UI/WKWebView,0,1
2641,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2643,control,2020-07-03,15,Samsung SM-G920F,6,Samsung Internet,0,0
2646,exposed,2020-07-03,9,iPhone,5,Mobile Safari,0,0
2651,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2654,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2659,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2660,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
2661,control,2020-07-03,15,LYA-L09,6,Facebook,0,0
2662,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2667,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2675,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,1
2683,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2685,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2690,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile,0,0
2691,control,2020-07-03,15,VOG-L29,6,Facebook,0,0
2692,control,2020-07-03,15,VOG-L09,6,Facebook,0,0
2760,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2604,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2761,control,2020-07-03,15,Samsung SM-A320FL,6,Samsung Internet,0,0
2766,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,1,0
2829,control,2020-07-03,15,Samsung SM-J500FN,6,Chrome Mobile,0,0
2830,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
2834,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2838,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2842,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
2845,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,0
7766,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2853,exposed,2020-07-03,12,iPhone,5,Mobile Safari,0,0
2854,control,2020-07-03,15,Samsung SM-A320FL,6,Samsung Internet,1,0
2824,exposed,2020-07-03,5,POT-LX1,6,Chrome Mobile WebView,0,0
2855,exposed,2020-07-03,12,Nokia$2$3,6,Chrome Mobile,0,0
2863,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile,0,1
7763,control,2020-07-03,15,OnePlus ONEPLUS A6013,6,Facebook,0,0
2870,exposed,2020-07-03,0,Moto $2,6,Chrome Mobile WebView,0,0
2878,exposed,2020-07-03,9,Samsung SM-J330FN,6,Chrome Mobile,0,0
2887,control,2020-07-03,15,POT-LX1,6,Facebook,0,0
2888,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2897,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
2898,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2900,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2856,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
2823,exposed,2020-07-03,4,Nokia$2$3,6,Chrome Mobile WebView,0,0
2821,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
2817,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2769,exposed,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2770,control,2020-07-03,15,Samsung SM-G975F,6,Facebook,0,0
2771,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
2772,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2773,control,2020-07-03,15,Samsung SM-G770F,6,Facebook,0,0
2775,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
2778,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
2779,control,2020-07-03,15,Samsung SM-G970F,6,Samsung Internet,1,0
2784,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2786,control,2020-07-03,15,Samsung SM-A520F,6,Samsung Internet,0,0
2787,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2793,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2795,control,2020-07-03,15,Samsung GT-I9505,6,Chrome Mobile WebView,0,0
2796,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7774,control,2020-07-03,15,Samsung SM-G930F,6,Facebook,0,0
7773,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2801,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2811,control,2020-07-03,15,Pixel 3a,6,Facebook,0,0
2813,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile,0,1
2814,exposed,2020-07-03,4,Samsung SM-G986B,6,Chrome Mobile WebView,0,0
2815,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2765,control,2020-07-03,15,Samsung SM-A405FN,6,Samsung Internet,0,0
2602,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0,1
2598,exposed,2020-07-03,1,Generic Smartphone,6,Chrome Mobile,1,0
2595,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2362,control,2020-07-03,15,Samsung GT-P5210,6,Android,0,0
2365,control,2020-07-03,15,Samsung SM-A105FN,6,Samsung Internet,0,0
2368,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2373,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
2375,control,2020-07-03,15,iPhone,5,Mobile Safari UI/WKWebView,0,0
2385,control,2020-07-03,15,Samsung SM-N976B,6,Samsung Internet,0,0
2386,control,2020-07-03,15,ANE-LX1,6,Facebook,1,0
